EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd
Q9W1H9	Drosophila melanogaster	Metazoa	196	None	None
Q9WTQ8	Mus musculus	Metazoa	209	None	None
Q9WTT7	Rattus norvegicus	Metazoa	419	None	None
Q9WUJ8	Mus musculus	Metazoa	262	None	None
Q9WV03	Mus musculus	Metazoa	339	None	None
Q9WVA4	Mus musculus	Metazoa	199	None	None
Q9XFK7	Arabidopsis thaliana	Viridiplantae	173	None	None
Q9XGR4	Arabidopsis thaliana	Viridiplantae	538	None	None
Q9XHZ8	Arabidopsis thaliana	Viridiplantae	326	None	None
Q9XPJ9	Dictyostelium discoideum	Other	519	None	None
Q9XX47	Caenorhabditis elegans	Metazoa	814	None	None
Q9XZ16	Drosophila melanogaster	Metazoa	320	None	None
Q9Z224	Mus musculus	Metazoa	88	None	None
Q9Z2H2	Mus musculus	Metazoa	472	None	None
Q9Z2W0	Mus musculus	Metazoa	473	None	None
Q9ZNT3	Arabidopsis thaliana	Viridiplantae	143	None	None
Q9ZQG8	Arabidopsis thaliana	Viridiplantae	155	None	None
Q9ZU28	Arabidopsis thaliana	Viridiplantae	351	None	None
Q9ZU90	Arabidopsis thaliana	Viridiplantae	292	None	None
Q9ZUD9	Arabidopsis thaliana	Viridiplantae	323	None	None
Q9ZUT9	Arabidopsis thaliana	Viridiplantae	207	None	None
Q9ZV07	Arabidopsis thaliana	Viridiplantae	289	None	None
Q9ZW06	Arabidopsis thaliana	Viridiplantae	972	None	None
Q9ZW27	Arabidopsis thaliana	Viridiplantae	224	None	None
A0A3Q1MT14	Bos taurus	Metazoa	131	None	None
A0A8I6ASZ5	Rattus norvegicus	Metazoa	666	None	None
A1A5S3	Rattus norvegicus	Metazoa	331	None	None
A1L108	Rattus norvegicus	Metazoa	153	None	None
A1ZAV1	Drosophila melanogaster	Metazoa	1336	None	None
A2A8Z1	Mus musculus	Metazoa	736	None	None
A2A9I7	Mus musculus	Metazoa	359	None	None
A2AF53	Mus musculus	Metazoa	350	None	None
A2AJL3	Mus musculus	Metazoa	552	None	None
A2ARZ3	Mus musculus	Metazoa	6995	None	None
A3KGB4	Mus musculus	Metazoa	1114	None	None
A5PLC8	Danio rerio	Metazoa	106	None	None
A6BLY7	Mus musculus	Metazoa	462	None	None
A6H690	Mus musculus	Metazoa	825	None	None
A6IPG1	Rattus norvegicus	Metazoa	225	None	None
A6QPC0	Bos taurus	Metazoa	235	None	None
A8C756	Mus musculus	Metazoa	1938	None	None
A8JNV4	Drosophila melanogaster	Metazoa	144	None	None
B0BNA5	Rattus norvegicus	Metazoa	142	None	None
B1AT66	Mus musculus	Metazoa	607	None	None
B1AUR6	Mus musculus	Metazoa	1238	None	None
B2RZ27	Rattus norvegicus	Metazoa	93	None	None
B3H578	Arabidopsis thaliana	Viridiplantae	431	None	None
B4F7F3	Rattus norvegicus	Metazoa	973	None	None
B5UBC1	Oryza sativa subsp. japonica	Viridiplantae	1143	None	None
C0HKD8	Mus musculus	Metazoa	439	None	None
C0HKD9	Mus musculus	Metazoa	439	None	None
C0HLN0	Rattus norvegicus	Metazoa	54	None	None
C1JZ66	Bos taurus	Metazoa	522	None	None
D3YV10	Mus musculus	Metazoa	709	None	None
D3YZI9	Mus musculus	Metazoa	523	None	None
D3Z987	Rattus norvegicus	Metazoa	1020	None	None
D3ZF42	Rattus norvegicus	Metazoa	1037	None	None
D3ZTQ1	Rattus norvegicus	Metazoa	945	None	None
E1BM58	Bos taurus	Metazoa	1349	None	None
E9Q4F2	Mus musculus	Metazoa	574	None	None
F4HW65	Arabidopsis thaliana	Viridiplantae	1116	None	None
F4I878	Arabidopsis thaliana	Viridiplantae	273	None	None
F4IDY7	Arabidopsis thaliana	Viridiplantae	750	None	None
F4IGA5	Arabidopsis thaliana	Viridiplantae	1285	None	None
F4IUE7	Arabidopsis thaliana	Viridiplantae	268	None	None
F4IUJ7	Arabidopsis thaliana	Viridiplantae	527	None	None
F4IW10	Arabidopsis thaliana	Viridiplantae	754	None	None
F4J078	Arabidopsis thaliana	Viridiplantae	125	None	None
F4J424	Arabidopsis thaliana	Viridiplantae	193	None	None
F4JC20	Arabidopsis thaliana	Viridiplantae	997	None	None
F4JIJ7	Arabidopsis thaliana	Viridiplantae	190	None	None
F4JMV6	Arabidopsis thaliana	Viridiplantae	399	None	None
F4K200	Arabidopsis thaliana	Viridiplantae	426	None	None
F4K487	Arabidopsis thaliana	Viridiplantae	809	None	None
G5E8P0	Mus musculus	Metazoa	1769	None	None
G5EBR8	Caenorhabditis elegans	Metazoa	247	None	None
H2KWF1	Oryza sativa subsp. japonica	Viridiplantae	759	None	None
O02195	Drosophila melanogaster	Metazoa	326	None	None
O04469	Arabidopsis thaliana	Viridiplantae	240	None	None
O04487	Arabidopsis thaliana	Viridiplantae	414	None	None
O09158	Mus musculus	Metazoa	503	None	None
O17899	Caenorhabditis elegans	Metazoa	318	None	None
O19137	Bos taurus	Metazoa	243	None	None
O22224	Arabidopsis thaliana	Viridiplantae	861	None	None
O22397	Arabidopsis thaliana	Viridiplantae	712	None	None
O22433	Arabidopsis thaliana	Viridiplantae	69	None	None
O22757	Arabidopsis thaliana	Viridiplantae	593	None	None
O22864	Arabidopsis thaliana	Viridiplantae	947	None	None
O23320	Arabidopsis thaliana	Viridiplantae	151	None	None
O23657	Arabidopsis thaliana	Viridiplantae	212	None	None
O35654	Mus musculus	Metazoa	469	None	None
O35972	Mus musculus	Metazoa	146	None	None
O45379	Caenorhabditis elegans	Metazoa	184	None	None
O45521	Caenorhabditis elegans	Metazoa	311	None	None
O45766	Caenorhabditis elegans	Metazoa	230	None	None
O49460	Arabidopsis thaliana	Viridiplantae	288	None	None
O49621	Arabidopsis thaliana	Viridiplantae	526	None	None
O64592	Arabidopsis thaliana	Viridiplantae	305	None	None
O65373	Arabidopsis thaliana	Viridiplantae	215	None	None
O65648	Arabidopsis thaliana	Viridiplantae	104	None	None
O70378	Mus musculus	Metazoa	207	None	None
O77480	Bos taurus	Metazoa	390	None	None
O81323	Arabidopsis thaliana	Viridiplantae	228	None	None
O82143	Oryza sativa subsp. japonica	Viridiplantae	402	None	None
O82286	Arabidopsis thaliana	Viridiplantae	226	None	None
O88441	Mus musculus	Metazoa	263	None	None
O88544	Mus musculus	Metazoa	406	None	None
O96860	Drosophila melanogaster	Metazoa	89	None	None
P01864	Mus musculus	Metazoa	335	None	None
P05504	Rattus norvegicus	Metazoa	226	None	None
P05765	Rattus norvegicus	Metazoa	83	None	None
P05977	Mus musculus	Metazoa	188	None	None
P08468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	800	None	None
P09468	Arabidopsis thaliana	Viridiplantae	132	None	None
P09925	Mus musculus	Metazoa	306	None	None
P0C2B9	Rattus norvegicus	Metazoa	141	None	None
P0C2C4	Rattus norvegicus	Metazoa	263	None	None
P0C5D1	Oryza sativa subsp. japonica	Viridiplantae	220	None	None
P0CG76	Dictyostelium discoideum	Other	381	None	None
P0CG77	Dictyostelium discoideum	Other	229	None	None
P0CX24	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	172	None	None
P0DI12	Arabidopsis thaliana	Viridiplantae	320	None	None
P0DJ27	Dictyostelium discoideum	Other	137	None	None
P0DKH0	Oryza sativa subsp. japonica	Viridiplantae	533	None	None
P11248	Rattus norvegicus	Metazoa	104	None	None
P11250	Rattus norvegicus	Metazoa	117	None	None
P11842	Bos taurus	Metazoa	210	None	None
P11927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	433	None	None
P13023	Dictyostelium discoideum	Other	255	None	None
P13184	Bos taurus	Metazoa	83	None	None
P14622	Bos taurus	Metazoa	69	None	None
P16151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	None	None
P17704	Drosophila melanogaster	Metazoa	131	None	None
P18931	Drosophila melanogaster	Metazoa	446	None	None
P18932	Drosophila melanogaster	Metazoa	572	None	None
P19103	Rattus norvegicus	Metazoa	171	None	None
P21126	Mus musculus	Metazoa	157	None	None
P25611	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	832	None	None
P25649	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128	None	None
P27775	Rattus norvegicus	Metazoa	71	None	None
P27777	Oryza sativa subsp. japonica	Viridiplantae	150	None	None
P29105	Bos taurus	Metazoa	193	None	None
P32351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	None	None
P32375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	460	None	None
P32452	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334	None	None
P32903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	40	None	None
P33303	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322	None	None
P33331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	None	None
P34124	Dictyostelium discoideum	Other	403	None	None
P34228	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1148	None	None
P34453	Caenorhabditis elegans	Metazoa	282	None	None
P34482	Caenorhabditis elegans	Metazoa	489	None	None
P34659	Caenorhabditis elegans	Metazoa	85	None	None
P36032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	473	None	None
P36038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271	None	None
P36125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	None	None
P36158	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	585	None	None
P36241	Drosophila melanogaster	Metazoa	203	None	None
P36380	Rattus norvegicus	Metazoa	265	None	None
P38073	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	919	None	None
P38081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	501	None	None
P38156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	614	None	None
P38197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257	None	None
P38281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	None	None
P38738	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	679	None	None
P38767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	581	None	None
P38776	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	514	None	None
P38814	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	852	None	None
P38829	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	231	None	None
P38848	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579	None	None
P39682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	629	None	None
P39718	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	180	None	None
P39961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	794	None	None
P40037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129	None	None
P40039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528	None	None
P40155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199	None	None
P40188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	164	None	None
P40307	Rattus norvegicus	Metazoa	201	None	None
P40309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	873	None	None
P40491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	None	None
P40531	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326	None	None
P40561	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	None	None
P40990	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	351	None	None
P41092	Drosophila melanogaster	Metazoa	149	None	None
P41565	Rattus norvegicus	Metazoa	393	None	None
P41886	Caenorhabditis elegans	Metazoa	418	None	None
P42925	Mus musculus	Metazoa	194	None	None
P42943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	550	None	None
P43557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207	None	None
P43620	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	662	None	None
P45890	Drosophila melanogaster	Metazoa	398	None	None
P46160	Bos taurus	Metazoa	40	None	None
P46164	Bos taurus	Metazoa	42	None	None
P46223	Drosophila melanogaster	Metazoa	271	None	None
P46958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	469	None	None
P47005	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663	None	None
P47018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478	None	None
P47042	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	667	None	None
P47148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283	None	None
P47153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279	None	None
P47175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	358	None	None
P48004	Rattus norvegicus	Metazoa	254	None	None
P48150	Caenorhabditis elegans	Metazoa	152	None	None
P50136	Mus musculus	Metazoa	442	None	None
P50306	Caenorhabditis elegans	Metazoa	404	None	None
P51406	Drosophila melanogaster	Metazoa	436	None	None
P52011	Caenorhabditis elegans	Metazoa	173	None	None
P52819	Caenorhabditis elegans	Metazoa	130	None	None
P53099	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579	None	None
P53172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	527	None	None
P53200	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	248	None	None
P53203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	462	None	None
P53253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	936	None	None
P53278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	816	None	None
P53285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	None	None
P53394	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754	None	None
P53438	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785	None	None
P53569	Mus musculus	Metazoa	1052	None	None
P53724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139	None	None
P53733	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	91	None	None
P53735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	605	None	None
P53857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426	None	None
P53885	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	None	None
P53949	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197	None	None
P53958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	396	None	None
P53970	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246	None	None
P53997	Drosophila melanogaster	Metazoa	269	None	None
P54638	Dictyostelium discoideum	Other	447	None	None
P54705	Dictyostelium discoideum	Other	685	None	None
P55942	Bos taurus	Metazoa	61	None	None
P56375	Mus musculus	Metazoa	106	None	None
P56376	Mus musculus	Metazoa	99	None	None
P56387	Mus musculus	Metazoa	116	None	None
P58406	Mus musculus	Metazoa	445	None	None
P58854	Mus musculus	Metazoa	905	None	None
P58875	Bos taurus	Metazoa	403	None	None
P59230	Arabidopsis thaliana	Viridiplantae	216	None	None
P59281	Mus musculus	Metazoa	1107	None	None
P60191	Mus musculus	Metazoa	269	None	None
P61808	Rattus norvegicus	Metazoa	88	None	None
P61953	Mus musculus	Metazoa	73	None	None
P62025	Rattus norvegicus	Metazoa	569	None	None
P62700	Mus musculus	Metazoa	121	None	None
P62748	Mus musculus	Metazoa	193	None	None
P81127	Bos taurus	Metazoa	312	None	None
P82708	Bos taurus	Metazoa	135	None	None
P82890	Drosophila melanogaster	Metazoa	155	None	None
P82911	Bos taurus	Metazoa	197	None	None
P82917	Bos taurus	Metazoa	143	None	None
P82925	Bos taurus	Metazoa	386	None	None
P82927	Bos taurus	Metazoa	142	None	None
P82929	Bos taurus	Metazoa	218	None	None
P83291	Arabidopsis thaliana	Viridiplantae	328	None	None
P83565	Rattus norvegicus	Metazoa	206	None	None
P84089	Mus musculus	Metazoa	104	None	None
P84798	Bos taurus	Metazoa	466	None	None
P85515	Rattus norvegicus	Metazoa	376	None	None
P87262	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121	None	None
P90526	Dictyostelium discoideum	Other	218	None	None
P97366	Mus musculus	Metazoa	809	None	None
P97371	Mus musculus	Metazoa	249	None	None
P97816	Mus musculus	Metazoa	79	None	None
P97858	Mus musculus	Metazoa	322	None	None
Q00PI9	Mus musculus	Metazoa	745	None	None
Q01766	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294	None	None
Q02372	Bos taurus	Metazoa	186	None	None
Q02373	Bos taurus	Metazoa	176	None	None
Q02378	Bos taurus	Metazoa	57	None	None
Q02772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	108	None	None
Q02863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	499	None	None
Q03153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612	None	None
Q03386	Rattus norvegicus	Metazoa	895	None	None
Q03419	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	None	None
Q03667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156	None	None
Q03880	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	122	None	None
Q04215	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440	None	None
Q04341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121	None	None
Q04411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	772	None	None
Q04533	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	649	None	None
Q04599	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	285	None	None
Q04623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453	None	None
Q04645	Bos taurus	Metazoa	58	None	None
Q04772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201	None	None
Q05015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	223	None	None
Q05863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	None	None
Q059A4	Drosophila melanogaster	Metazoa	204	None	None
Q06108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1083	None	None
Q06138	Mus musculus	Metazoa	341	None	None
Q06177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86	None	None
Q06479	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	807	None	None
Q06543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	272	None	None
Q06649	Mus musculus	Metazoa	559	None	None
Q07376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486	None	None
Q07451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	None	None
Q07549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140	None	None
Q07622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623	None	None
Q07653	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1046	None	None
Q07660	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1125	None	None
Q08227	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	384	None	None
Q08416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157	None	None
Q08693	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	809	None	None
Q08729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	None	None
Q08818	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692	None	None
Q08919	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	783	None	None
Q08926	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304	None	None
Q09385	Caenorhabditis elegans	Metazoa	234	None	None
Q09442	Caenorhabditis elegans	Metazoa	388	None	None
Q09583	Caenorhabditis elegans	Metazoa	250	None	None
Q0DIQ5	Oryza sativa subsp. japonica	Viridiplantae	1510	None	None
Q0E342	Oryza sativa subsp. japonica	Viridiplantae	355	None	None
Q0H8B9	Rattus norvegicus	Metazoa	207	None	None
Q0V7U7	Arabidopsis thaliana	Viridiplantae	399	None	None
Q0WNR6	Arabidopsis thaliana	Viridiplantae	434	None	None
Q109R6	Oryza sativa subsp. japonica	Viridiplantae	177	None	None
Q10NJ6	Oryza sativa subsp. japonica	Viridiplantae	501	None	None
Q10PW9	Oryza sativa subsp. japonica	Viridiplantae	515	None	None
Q10R47	Oryza sativa subsp. japonica	Viridiplantae	91	None	None
Q12021	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	506	None	None
Q12117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	None	None
Q12145	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	317	None	None
Q12189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258	None	None
Q12239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342	None	None
Q12367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367	None	None
Q12480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344	None	None
Q12515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	None	None
Q12516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	437	None	None
Q12690	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199	None	None
Q148V8	Mus musculus	Metazoa	1209	None	None
Q149F1	Mus musculus	Metazoa	553	None	None
Q17370	Caenorhabditis elegans	Metazoa	579	None	None
Q18066	Caenorhabditis elegans	Metazoa	640	None	None
Q18600	Caenorhabditis elegans	Metazoa	895	None	None
Q1ECJ7	Arabidopsis thaliana	Viridiplantae	174	None	None
Q1JP79	Bos taurus	Metazoa	370	None	None
Q1JQA4	Bos taurus	Metazoa	294	None	None
Q1PEI6	Arabidopsis thaliana	Viridiplantae	496	None	None
Q1RMX3	Bos taurus	Metazoa	193	None	None
Q1ZXA1	Dictyostelium discoideum	Other	491	None	None
Q1ZXU0	Caenorhabditis elegans	Metazoa	205	None	None
Q20332	Caenorhabditis elegans	Metazoa	519	None	None
Q21123	Caenorhabditis elegans	Metazoa	556	None	None
Q21930	Caenorhabditis elegans	Metazoa	126	None	None
Q22756	Caenorhabditis elegans	Metazoa	106	None	None
Q22915	Caenorhabditis elegans	Metazoa	350	None	None
Q24320	Drosophila melanogaster	Metazoa	131	None	None
Q27488	Caenorhabditis elegans	Metazoa	231	None	None
Q28050	Bos taurus	Metazoa	101	None	None
Q28068	Bos taurus	Metazoa	588	None	None
Q2HJJ1	Bos taurus	Metazoa	256	None	None
Q2M2T7	Bos taurus	Metazoa	167	None	None
Q2NKV2	Bos taurus	Metazoa	74	None	None
Q2NL27	Bos taurus	Metazoa	190	None	None
Q2R0J4	Oryza sativa subsp. japonica	Viridiplantae	448	None	None
Q2R0K3	Oryza sativa subsp. japonica	Viridiplantae	445	None	None
Q2V2P8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	89	None	None
Q2V3N5	Arabidopsis thaliana	Viridiplantae	491	None	None
Q2WF59	Caenorhabditis elegans	Metazoa	895	None	None
Q2YDI7	Bos taurus	Metazoa	489	None	None
Q32P79	Bos taurus	Metazoa	117	None	None
Q39068	Arabidopsis thaliana	Viridiplantae	429	None	None
Q39070	Arabidopsis thaliana	Viridiplantae	429	None	None
Q3E752	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	67	None	None
Q3E824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	90	None	None
Q3EBL9	Arabidopsis thaliana	Viridiplantae	218	None	None
Q3KRD5	Rattus norvegicus	Metazoa	309	None	None
Q3SX24	Bos taurus	Metazoa	265	None	None
Q3SZ19	Bos taurus	Metazoa	221	None	None
Q3SZC1	Bos taurus	Metazoa	217	None	None
Q3SZE5	Bos taurus	Metazoa	166	None	None
Q3SZX5	Bos taurus	Metazoa	204	None	None
Q3T0J3	Bos taurus	Metazoa	251	None	None
Q3T1I9	Rattus norvegicus	Metazoa	1400	None	None
Q3TAA7	Mus musculus	Metazoa	1072	None	None
Q3TVI4	Mus musculus	Metazoa	313	None	None
Q3TY65	Mus musculus	Metazoa	431	None	None
Q3U186	Mus musculus	Metazoa	578	None	None
Q3U1C6	Mus musculus	Metazoa	294	None	None
Q3UFQ8	Mus musculus	Metazoa	1375	None	None
Q3UHB1	Mus musculus	Metazoa	546	None	None
Q3UHF3	Mus musculus	Metazoa	551	None	None
Q3UHX0	Mus musculus	Metazoa	1147	None	None
