Accession	Organism	Kingdom	Sequence length	N-term transmembrane
Q9SJF1	Arabidopsis thaliana	Viridiplantae	589	False
Q9GZN2	Homo sapiens	Metazoa	237	False
P82192	Spinacia oleracea	Viridiplantae	258	False
Q12049	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	470	False
P35558	Homo sapiens	Metazoa	622	False
Q8R526	Mus musculus	Metazoa	2615	False
O22265	Arabidopsis thaliana	Viridiplantae	373	False
Q9C7I5	Arabidopsis thaliana	Viridiplantae	189	False
Q9BPZ7	Homo sapiens	Metazoa	522	False
P62993	Homo sapiens	Metazoa	217	False
Q9HC36	Homo sapiens	Metazoa	420	False
Q6ZN28	Homo sapiens	Metazoa	852	False
Q9GMC9	Ovis aries	Metazoa	169	False
Q8WVF1	Homo sapiens	Metazoa	389	False
Q8IX21	Homo sapiens	Metazoa	1173	False
O94643	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	441	False
P33201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236	False
Q60415	Cricetulus griseus	Metazoa	299	False
Q8W3L1	Arabidopsis thaliana	Viridiplantae	483	False
P22068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	525	False
Q9H0C3	Homo sapiens	Metazoa	514	True
Q5U5X0	Homo sapiens	Metazoa	104	False
G3XKQ9	Oryza sativa subsp. japonica	Viridiplantae	394	False
P08708	Homo sapiens	Metazoa	135	False
Q6Z1Z3	Oryza sativa subsp. japonica	Viridiplantae	362	False
P40075	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244	False
Q9FVW4	Arabidopsis thaliana	Viridiplantae	482	False
P53969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484	False
P53615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False
Q9SAC6	Arabidopsis thaliana	Viridiplantae	1399	False
Q53GL7	Homo sapiens	Metazoa	1025	False
Q9C8L2	Arabidopsis thaliana	Viridiplantae	287	False
Q9SRX9	Arabidopsis thaliana	Viridiplantae	335	False
Q9Y508	Homo sapiens	Metazoa	228	False
Q12507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	False
Q9UT50	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	485	False
Q8IZY2	Homo sapiens	Metazoa	2146	True
P40515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	False
P28005	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173	False
P36521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249	False
P78587	Candida albicans	Fungi	449	False
O42848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	197	False
Q9USZ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	251	False
Q16775	Homo sapiens	Metazoa	308	False
P38755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	437	False
O13927	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	201	False
P40517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	False
O14311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307	False
Q24322	Drosophila melanogaster	Metazoa	899	True
P32266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881	False
Q9P7V3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	220	False
P83213	Bolinus brandaris	Metazoa	54	False
Q7TQJ8	Mus musculus	Metazoa	398	False
Q67UR2	Oryza sativa subsp. japonica	Viridiplantae	419	False
P40625	Tetrahymena pyriformis	Other	99	False
Q8SAB7	Arabidopsis thaliana	Viridiplantae	1830	False
Q6LA54	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	933	False
P97931	Mus musculus	Metazoa	306	False
Q8H0V5	Arabidopsis thaliana	Viridiplantae	354	False
Q5SSW2	Mus musculus	Metazoa	1843	False
Q7Z6K1	Homo sapiens	Metazoa	395	False
Q84JZ6	Arabidopsis thaliana	Viridiplantae	244	False
O89050	Mus musculus	Metazoa	735	False
P13621	Bos taurus	Metazoa	213	False
Q9XIM0	Arabidopsis thaliana	Viridiplantae	203	False
Q9QYL0	Mus musculus	Metazoa	170	False
Q75RY2	Oryza sativa subsp. japonica	Viridiplantae	492	False
Q8C0L9	Mus musculus	Metazoa	675	False
A0A509AJL3	Plasmodium berghei (strain Anka)	Other	1087	False
P53919	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492	False
G5EC32	Caenorhabditis elegans	Metazoa	1005	False
Q9JK24	Mus musculus	Metazoa	453	False
Q9FFD2	Arabidopsis thaliana	Viridiplantae	348	False
Q03825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	758	False
Q945P0	Nicotiana tabacum	Viridiplantae	209	False
Q8N2C7	Homo sapiens	Metazoa	3258	False
Q1ENB6	Arabidopsis thaliana	Viridiplantae	484	False
Q944A6	Arabidopsis thaliana	Viridiplantae	487	False
O75689	Homo sapiens	Metazoa	374	False
P38088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	690	False
Q9TYT3	Caenorhabditis elegans	Metazoa	316	False
Q95Q39	Caenorhabditis elegans	Metazoa	287	False
Q12150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2958	False
Q8H124	Arabidopsis thaliana	Viridiplantae	280	False
O94468	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	213	False
F4HXU3	Arabidopsis thaliana	Viridiplantae	142	False
P38872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237	False
P40090	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624	False
Q6PI26	Homo sapiens	Metazoa	577	False
O94428	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	115	False
Q8TDT2	Homo sapiens	Metazoa	470	False
P16658	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377	False
Q7Z2W9	Homo sapiens	Metazoa	205	False
P40043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161	False
P21771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	False
Q8BTW8	Mus musculus	Metazoa	588	False
P53112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341	False
O74400	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	674	False
P39682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	629	False
Q9SHE8	Arabidopsis thaliana	Viridiplantae	221	False
Q6NXG1	Homo sapiens	Metazoa	681	False
P22936	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367	False
Q08926	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304	False
Q93227	Caenorhabditis elegans	Metazoa	431	False
Q9LXF3	Arabidopsis thaliana	Viridiplantae	187	True
Q8LBP4	Arabidopsis thaliana	Viridiplantae	462	False
O60829	Homo sapiens	Metazoa	102	False
O13911	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	False
O70302	Mus musculus	Metazoa	217	False
Q6P7B7	Rattus norvegicus	Metazoa	404	True
P11101	Rattus norvegicus	Metazoa	114	False
Q9M4B5	Arabidopsis thaliana	Viridiplantae	129	False
P30551	Rattus norvegicus	Metazoa	444	False
Q7Z7C8	Homo sapiens	Metazoa	310	False
Q9Y421	Homo sapiens	Metazoa	112	False
Q60865	Mus musculus	Metazoa	707	False
Q96Q15	Homo sapiens	Metazoa	3661	False
P30793	Homo sapiens	Metazoa	250	False
P53944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	False
P39678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	833	False
Q7TPF1	Rattus norvegicus	Metazoa	97	False
Q04172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	456	False
Q9U1H0	Drosophila melanogaster	Metazoa	1832	False
P40460	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	691	False
Q9VEC1	Drosophila melanogaster	Metazoa	642	False
Q9H5U6	Homo sapiens	Metazoa	513	False
G5EG86	Caenorhabditis elegans	Metazoa	394	False
Q8C5Y2	Mus musculus	Metazoa	53	True
Q64378	Mus musculus	Metazoa	456	False
A0A0B5L781	Penicillium brevicompactum	Fungi	398	False
Q96AY2	Homo sapiens	Metazoa	570	False
P10690	Spinacia oleracea	Viridiplantae	140	False
Q9U213	Caenorhabditis elegans	Metazoa	425	False
Q12996	Homo sapiens	Metazoa	717	False
Q6I9Y2	Homo sapiens	Metazoa	204	False
Q42564	Arabidopsis thaliana	Viridiplantae	287	False
Q9LF24	Arabidopsis thaliana	Viridiplantae	927	False
Q96BN2	Homo sapiens	Metazoa	335	False
Q9H6F5	Homo sapiens	Metazoa	360	False
P57744	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	87	False
Q7TQP3	Mus musculus	Metazoa	335	False
F4JP52	Arabidopsis thaliana	Viridiplantae	826	False
Q99JB6	Mus musculus	Metazoa	429	False
Q9UT48	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	357	False
Q6W2J9	Homo sapiens	Metazoa	1755	False
P46062	Mus musculus	Metazoa	1037	False
Q12774	Homo sapiens	Metazoa	1597	False
Q8LBB2	Arabidopsis thaliana	Viridiplantae	424	False
Q9NS37	Homo sapiens	Metazoa	354	False
Q86W26	Homo sapiens	Metazoa	655	False
Q9CQ75	Mus musculus	Metazoa	99	False
Q10109	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	688	False
Q8N5I2	Homo sapiens	Metazoa	433	False
P14291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	827	False
Q3UNH4	Mus musculus	Metazoa	932	False
Q7RYM5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	292	False
Q0WV90	Arabidopsis thaliana	Viridiplantae	1120	False
Q965H3	Caenorhabditis elegans	Metazoa	735	False
Q9XIP2	Arabidopsis thaliana	Viridiplantae	505	False
P23230	Chlamydomonas reinhardtii	Viridiplantae	160	True
Q9CQT2	Mus musculus	Metazoa	265	False
Q9VPM5	Drosophila melanogaster	Metazoa	539	False
P27889	Mus musculus	Metazoa	558	False
Q9BUK6	Homo sapiens	Metazoa	570	False
Q7K4V4	Drosophila melanogaster	Metazoa	244	False
Q9SB31	Arabidopsis thaliana	Viridiplantae	404	False
Q9FMM3	Arabidopsis thaliana	Viridiplantae	1714	False
Q14694	Homo sapiens	Metazoa	798	False
O65502	Arabidopsis thaliana	Viridiplantae	395	False
Q7TSS2	Mus musculus	Metazoa	422	False
Q80U72	Mus musculus	Metazoa	1665	False
P40060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	False
A0A075TRB3	Penicillium expansum	Fungi	259	False
O43083	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	338	False
Q0J995	Oryza sativa subsp. japonica	Viridiplantae	424	False
Q8K4J6	Mus musculus	Metazoa	964	False
P43686	Homo sapiens	Metazoa	418	False
Q9UPW6	Homo sapiens	Metazoa	733	False
Q6TEC1	Xenopus laevis	Metazoa	212	False
O74876	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	357	False
P36000	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	726	False
P87315	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1630	False
Q8K480	Mus musculus	Metazoa	584	False
P53817	Rattus norvegicus	Metazoa	160	False
Q969H6	Homo sapiens	Metazoa	163	False
Q9NPI6	Homo sapiens	Metazoa	582	False
P17256	Rattus norvegicus	Metazoa	395	False
Q3U4H6	Mus musculus	Metazoa	486	False
P34981	Homo sapiens	Metazoa	398	False
P20609	Dictyostelium discoideum	Other	53	False
Q9NXV2	Homo sapiens	Metazoa	234	False
Q9FNC9	Arabidopsis thaliana	Viridiplantae	99	True
Q84K35	Arabidopsis thaliana	Viridiplantae	330	False
Q15744	Homo sapiens	Metazoa	281	False
Q9FME4	Arabidopsis thaliana	Viridiplantae	521	False
Q6NXH3	Mus musculus	Metazoa	473	False
Q90X64	Xenopus laevis	Metazoa	521	False
G4MWZ7	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	702	False
U4PAZ9	Caenorhabditis elegans	Metazoa	1112	False
Q9H9Q4	Homo sapiens	Metazoa	299	False
P38769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630	False
Q9JKF1	Mus musculus	Metazoa	1657	False
P38111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2368	False
Q86TC9	Homo sapiens	Metazoa	1320	False
Q99J39	Mus musculus	Metazoa	492	False
Q9Z2A5	Mus musculus	Metazoa	516	False
Q5Z807	Oryza sativa subsp. japonica	Viridiplantae	390	False
Q96P65	Homo sapiens	Metazoa	431	False
Q6AX31	Xenopus laevis	Metazoa	660	False
Q9CQZ6	Mus musculus	Metazoa	104	True
Q9D9W1	Mus musculus	Metazoa	207	False
Q4WF54	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	270	False
Q8GY65	Arabidopsis thaliana	Viridiplantae	343	False
Q9Y2I9	Homo sapiens	Metazoa	924	False
P36169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355	False
O74824	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	308	False
Q09228	Caenorhabditis elegans	Metazoa	1129	False
Q9H444	Homo sapiens	Metazoa	224	False
Q93V85	Arabidopsis thaliana	Viridiplantae	417	False
Q9UQY9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429	False
P38688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	640	False
P15387	Rattus norvegicus	Metazoa	857	False
P53256	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	223	False
Q08096	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367	False
Q9FWA3	Arabidopsis thaliana	Viridiplantae	486	False
P70122	Mus musculus	Metazoa	250	False
Q9XI84	Arabidopsis thaliana	Viridiplantae	482	False
Q9LEM8	Chlamydomonas reinhardtii	Viridiplantae	1385	False
A0A455ZAR2	Homo sapiens	Metazoa	87	False
Q86XI2	Homo sapiens	Metazoa	1143	False
H9A1V3	Cannabis sativa	Viridiplantae	720	False
Q6GKV1	Arabidopsis thaliana	Viridiplantae	324	False
P47041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	543	False
G5EEM0	Caenorhabditis elegans	Metazoa	418	False
O42636	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	278	False
Q9LSA9	Arabidopsis thaliana	Viridiplantae	339	False
Q9M365	Arabidopsis thaliana	Viridiplantae	359	False
Q7L8L6	Homo sapiens	Metazoa	764	False
Q8IXP5	Homo sapiens	Metazoa	288	False
Q9ULR3	Homo sapiens	Metazoa	514	False
P43554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623	False
Q21738	Caenorhabditis elegans	Metazoa	335	False
Q05568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337	False
Q6PFQ7	Mus musculus	Metazoa	802	False
P40035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300	False
Q9DB60	Mus musculus	Metazoa	201	False
O13612	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	415	False
Q9Y2G2	Homo sapiens	Metazoa	537	False
Q9ASW3	Arabidopsis thaliana	Viridiplantae	471	False
Q19253	Caenorhabditis elegans	Metazoa	592	False
F1QN48	Danio rerio	Metazoa	379	False
G5EFF5	Caenorhabditis elegans	Metazoa	753	False
Q920G2	Rattus norvegicus	Metazoa	337	False
Q9V727	Drosophila melanogaster	Metazoa	1669	False
O88466	Mus musculus	Metazoa	1888	False
Q9Y4F3	Homo sapiens	Metazoa	1742	False
Q2TBE6	Mus musculus	Metazoa	479	False
P57081	Homo sapiens	Metazoa	412	False
Q9H4X1	Homo sapiens	Metazoa	137	False
P19955	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123	False
Q9FIX1	Arabidopsis thaliana	Viridiplantae	172	False
O81242	Arabidopsis thaliana	Viridiplantae	355	False
Q6PG16	Mus musculus	Metazoa	667	False
Q8C0R7	Mus musculus	Metazoa	736	False
P38937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	262	False
Q03468	Homo sapiens	Metazoa	1493	False
Q19555	Caenorhabditis elegans	Metazoa	1096	False
Q9N5A8	Caenorhabditis elegans	Metazoa	228	False
Q8IYR2	Homo sapiens	Metazoa	804	False
P34233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	588	False
F4IF36	Arabidopsis thaliana	Viridiplantae	1295	False
Q9LRH6	Arabidopsis thaliana	Viridiplantae	309	False
Q08047	Zea mays	Viridiplantae	799	False
Q9GTP4	Crithidia fasciculata	Other	502	True
Q06149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	701	False
Q05048	Homo sapiens	Metazoa	431	False
P15619	Drosophila melanogaster	Metazoa	869	False
Q96SI1	Homo sapiens	Metazoa	283	False
Q9VAB8	Drosophila melanogaster	Metazoa	457	False
Q9Y3D7	Homo sapiens	Metazoa	125	False
P37207	Porphyridium purpureum	Other	162	False
P18491	Drosophila melanogaster	Metazoa	199	False
Q94545	Drosophila melanogaster	Metazoa	556	False
Q94AT3	Arabidopsis thaliana	Viridiplantae	378	False
Q03976	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319	False
C6KST8	Plasmodium falciparum (isolate 3D7)	Other	358	True
Q22707	Caenorhabditis elegans	Metazoa	233	False
Q09821	Sus scrofa	Metazoa	138	False
P82130	Spinacia oleracea	Viridiplantae	183	False
Q9LTB0	Arabidopsis thaliana	Viridiplantae	752	False
P58753	Homo sapiens	Metazoa	221	False
Q92349	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1318	False
Q96JN0	Homo sapiens	Metazoa	433	False
Q14690	Homo sapiens	Metazoa	1871	False
Q9VEX9	Drosophila melanogaster	Metazoa	150	False
Q3E7A3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	74	True
Q96PZ2	Homo sapiens	Metazoa	611	False
P38998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373	False
Q9UH92	Homo sapiens	Metazoa	298	False
Q91V81	Mus musculus	Metazoa	478	False
Q9VQB6	Drosophila melanogaster	Metazoa	971	False
Q96EQ9	Mus musculus	Metazoa	843	False
Q8N2F6	Homo sapiens	Metazoa	343	True
Q9UKA1	Homo sapiens	Metazoa	691	False
Q9CQ69	Mus musculus	Metazoa	82	True
Q9W539	Drosophila melanogaster	Metazoa	1518	False
Q9ZNT7	Arabidopsis thaliana	Viridiplantae	286	False
Q9GZS1	Homo sapiens	Metazoa	419	False
P32761	Chlamydomonas moewusii	Viridiplantae	218	False
P34619	Caenorhabditis elegans	Metazoa	1000	False
O74792	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515	False
P43266	Euglena gracilis	Other	100	True
Q9DB77	Mus musculus	Metazoa	453	False
P82194	Spinacia oleracea	Viridiplantae	126	False
P38207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	520	False
Q9VYX1	Drosophila melanogaster	Metazoa	101	False
Q6RVV4	Pisum sativum	Viridiplantae	316	False
Q53HV7	Homo sapiens	Metazoa	270	False
Q9AUE0	Arabidopsis thaliana	Viridiplantae	1950	False
Q84Q77	Oryza sativa subsp. japonica	Viridiplantae	161	False
Q501D5	Arabidopsis thaliana	Viridiplantae	589	False
Q8LL04	Arabidopsis thaliana	Viridiplantae	1241	False
Q9LSV0	Arabidopsis thaliana	Viridiplantae	289	False
O74489	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	329	False
Q8TB36	Homo sapiens	Metazoa	358	False
O59678	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	166	False
Q940U6	Arabidopsis thaliana	Viridiplantae	316	False
Q1MTQ0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	692	False
Q925G0	Rattus norvegicus	Metazoa	155	False
Q1K7L7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	219	False
O13936	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	990	False
Q12522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	False
Q5M755	Arabidopsis thaliana	Viridiplantae	273	False
P53724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139	False
Q9H1E3	Homo sapiens	Metazoa	243	False
O96237	Plasmodium falciparum (isolate 3D7)	Other	899	False
Q10740	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	671	False
Q9FNJ9	Arabidopsis thaliana	Viridiplantae	482	False
Q12467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	False
P40465	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	213	False
I6VSD2	Capra hircus	Metazoa	224	True
Q7M3M8	Drosophila melanogaster	Metazoa	793	False
P40923	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	201	False
Q52K88	Arabidopsis thaliana	Viridiplantae	202	False
Q6P926	Mus musculus	Metazoa	205	False
Q9NXF7	Homo sapiens	Metazoa	216	False
Q8VEE1	Mus musculus	Metazoa	365	False
Q92785	Homo sapiens	Metazoa	391	False
P32862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1170	False
P39023	Homo sapiens	Metazoa	403	False
O23875	Oryza sativa subsp. japonica	Viridiplantae	183	False
Q12063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	False
A1XBS5	Homo sapiens	Metazoa	289	False
P04637	Homo sapiens	Metazoa	393	False
P63220	Homo sapiens	Metazoa	83	False
O95059	Homo sapiens	Metazoa	124	False
O82279	Arabidopsis thaliana	Viridiplantae	350	False
Q06506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	573	False
Q96GZ6	Homo sapiens	Metazoa	507	True
Q8LE98	Arabidopsis thaliana	Viridiplantae	344	False
Q05728	Arabidopsis thaliana	Viridiplantae	389	False
P12683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1054	True
Q9VW15	Drosophila melanogaster	Metazoa	2226	False
P14906	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663	True
P39994	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560	False
Q9NYJ1	Homo sapiens	Metazoa	87	False
P32337	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1089	False
P13638	Rattus norvegicus	Metazoa	290	False
Q9JJR2	Mus musculus	Metazoa	179	False
P53063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387	False
P36527	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	147	False
P36528	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281	False
Q94A68	Arabidopsis thaliana	Viridiplantae	377	False
Q9GZR7	Homo sapiens	Metazoa	859	False
Q8CG46	Mus musculus	Metazoa	1101	False
Q84K96	Crocus sativus	Viridiplantae	369	False
P94077	Arabidopsis thaliana	Viridiplantae	189	False
C4QM85	Schistosoma mansoni	Metazoa	419	True
Q941Q3	Arabidopsis thaliana	Viridiplantae	524	False
P28070	Homo sapiens	Metazoa	264	False
Q8TEH3	Homo sapiens	Metazoa	1009	False
Q9SJW9	Arabidopsis thaliana	Viridiplantae	571	False
O15084	Homo sapiens	Metazoa	1053	False
P39952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402	False
Q56NI9	Homo sapiens	Metazoa	601	False
O43299	Homo sapiens	Metazoa	807	False
Q9Y252	Homo sapiens	Metazoa	685	False
A0A7J6KC99	Toxoplasma gondii	Other	7603	False
Q02732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	369	False
P90838	Caenorhabditis elegans	Metazoa	505	False
Q54BW5	Dictyostelium discoideum	Other	179	False
O35260	Rattus norvegicus	Metazoa	514	False
Q96SW2	Homo sapiens	Metazoa	442	False
O13816	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	962	False
Q7S6M9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	309	False
Q96BM1	Homo sapiens	Metazoa	317	False
Q8N1G0	Homo sapiens	Metazoa	1237	False
Q9Y4W2	Homo sapiens	Metazoa	734	False
Q9S7G6	Arabidopsis thaliana	Viridiplantae	991	False
Q8WUF5	Homo sapiens	Metazoa	828	False
P16521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1044	False
O74845	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	564	False
Q02223	Homo sapiens	Metazoa	184	False
O13744	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	259	False
Q96F07	Homo sapiens	Metazoa	1278	False
P61244	Homo sapiens	Metazoa	160	False
P90551	Leishmania mexicana	Other	366	False
Q8NG98	Homo sapiens	Metazoa	312	False
Q9Y4R8	Homo sapiens	Metazoa	837	False
Q8AWF5	Xenopus laevis	Metazoa	638	False
O42855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303	False
